rule_id;parent;realName;ECA;myOperator;nextOperator;readableValue;descriptiveName;author;ruleName;naturalLanguage;partialNaturalLanguage;Negation;Goal;User;Situation
240;reminders;reminders;action;OPERATOR;none;entrance light on;reminders-reminders;student2020-4;regola1;"when the entrance light is turned on, send me a SMS reminder ""entrance light on""";"send me a SMS reminder ""entrance light on""";;Generic;Generic;Debug
241;livingroom;temperaturelevel;condition;equal;rule;25;livingroom-temperaturelevel;student2020-4;regola2;"If the living room temperature is not 25 ° C between 1pm and 10pm text me ""Fix the living room temperature"" and turn on the living room lights";If the living room temperature is not 25 ° C between 1pm and 10pm;NOT WHEN;Comfort,Wellbeing;Generic;Generic
241;alarms;alarms;action;OPERATOR;parallel;Fix the living room temperature;alarms-alarms;student2020-4;regola2;"If the living room temperature is not 25 ° C between 1pm and 10pm text me ""Fix the living room temperature"" and turn on the living room lights";" text me ""Fix the living room temperature"" and ";;Comfort,Wellbeing;Generic;Generic
241;livingroom;alllight;action;OPERATOR;none;ON;livingroom-alllight;student2020-4;regola2;"If the living room temperature is not 25 ° C between 1pm and 10pm text me ""Fix the living room temperature"" and turn on the living room lights";turn on the living room lights;;Comfort,Wellbeing;Generic;Generic
242;kitchen;gassensor;event;equal;or;TRUE;kitchen-gassensor;student2020-4;regola3;"When smoke sensors or gas sensors are activated, notify everyone with the message ""Smoke or gas sensor activated""";When gas sensors or ;;Safety;Generic;Generic
242;kitchen;smokesensor;event;equal;rule;TRUE;kitchen-smokesensor;student2020-4;regola3;"When smoke sensors or gas sensors are activated, notify everyone with the message ""Smoke or gas sensor activated""";smoke sensors are activated, ;;Safety;Generic;Generic
242;reminders;reminders;action;OPERATOR;none;Smoke or gas sensor activated;reminders-reminders;student2020-4;regola3;"When smoke sensors or gas sensors are activated, notify everyone with the message ""Smoke or gas sensor activated""";"notify everyone with the message ""Smoke or gas sensor activated""";;Safety;Generic;Generic
243;currentweather;outdoorcondition;condition;equal;and;FOG;currentweather-outdoorcondition;student2020-4;regola4;"When the lights are off and there is fog outside, send the notification ""fog"" to me and turn on all the lights in the house";When there is fog outside and ;;Generic;Generic;BadWeather
243;greatluminaire;state;condition;equal;rule;OFF;greatluminaire-state;student2020-4;regola4;"When the lights are off and there is fog outside, send the notification ""fog"" to me and turn on all the lights in the house";the lights are off, ;;Generic;Generic;BadWeather
243;alarms;alarms;action;OPERATOR;sequential;fog;alarms-alarms;student2020-4;regola4;"When the lights are off and there is fog outside, send the notification ""fog"" to me and turn on all the lights in the house";"send the notification ""fog"" to me and";;Generic;Generic;BadWeather
243;all;alllight;action;OPERATOR;none;ON;all-alllight;student2020-4;regola4;"When the lights are off and there is fog outside, send the notification ""fog"" to me and turn on all the lights in the house";turn on all the lights in the house;;Generic;Generic;BadWeather
244;relativeposition;typeofproximity;condition;inside;and;ENTRANCE;relativeposition-typeofproximity;student2020-4;regola5;"If there is someone in the entrance and the lights are not on between 4 p.m. and 6 a.m., turn on the entrance lights and notify me vocally with the message ""Someone at the entrance""";If there is someone in the entrance and ;;Comfort;Generic;Generic
244;entrancelight;state;condition;equal;rule;ON;entrancelight-state;student2020-4;regola5;"If there is someone in the entrance and the lights are not on between 4 p.m. and 6 a.m., turn on the entrance lights and notify me vocally with the message ""Someone at the entrance""";the lights are not on between 4 p.m. and 6 a.m.,;NOT WHEN;Comfort;Generic;Generic
244;entrance;alllight;action;OPERATOR;parallel;ON;entrance-alllight;student2020-4;regola5;"If there is someone in the entrance and the lights are not on between 4 p.m. and 6 a.m., turn on the entrance lights and notify me vocally with the message ""Someone at the entrance"""; turn on the entrance lights and ;;Comfort;Generic;Generic
244;reminders;reminders;action;OPERATOR;none;Someone at the entrance;reminders-reminders;student2020-4;regola5;"If there is someone in the entrance and the lights are not on between 4 p.m. and 6 a.m., turn on the entrance lights and notify me vocally with the message ""Someone at the entrance""";"notify me vocally with the message ""Someone at the entrance""";;Generic;Generic;Generic
245;fridge;door;event;equal;rule;OPEN;fridge-door;student2020-5;Regola 1;When I open the de refrigerator door, remind me to check the expiration date of the milk.;When I open the de refrigerator door,;;Organizing;Generic;Generic
245;reminders;reminders;action;OPERATOR;none;Check the expiration date of the milk;reminders-reminders;student2020-5;Regola 1;When I open the de refrigerator door, remind me to check the expiration date of the milk.; remind me to check the expiration date of the milk.;;Organizing;Generic;Generic
246;relativeposition;typeofproximity;event;inside;rule;HOUSE;relativeposition-typeofproximity;student2020-5;Regola 2;"If I'm not home between 8 a.m. and 8 p.m., turn off all the lights and send the alert ""I turned off all the lights in the house"".";If I'm not home between 8 a.m. and 8 p.m., ;NOT WHEN;EnergySaving;Generic;GoingOut
246;all;alllight;action;OPERATOR;parallel;OFF;all-alllight;student2020-5;Regola 2;"If I'm not home between 8 a.m. and 8 p.m., turn off all the lights and send the alert ""I turned off all the lights in the house"".";turn off all the lights and ;;EnergySaving;Generic;GoingOut
246;alarms;alarms;action;OPERATOR;none;I turned off all the lights in the house;alarms-alarms;student2020-5;Regola 2;"If I'm not home between 8 a.m. and 8 p.m., turn off all the lights and send the alert ""I turned off all the lights in the house"".";"send the alert ""I turned off all the lights in the house"".";;EnergySaving;Generic;GoingOut
247;currentweather;rain;event;equal;and;TRUE;currentweather-rain;student2020-5;Regola 3;If rain is forecast for today and I haven't left the house yet, remind me to take my umbrella.;If rain is forecast for today and ;;Organizing;Generic;BadWeather, GoingOut
247;datetime;localtime;condition;equal;rule;08:15;datetime-localtime;student2020-5;Regola 3;If rain is forecast for today and I haven't left the house yet, remind me to take my umbrella.;I haven't left the house yet, ;;Organizing;Generic;BadWeather, GoingOut
247;reminders;reminders;action;OPERATOR;none;Remember to take the umbrella;reminders-reminders;student2020-5;Regola 3;If rain is forecast for today and I haven't left the house yet, remind me to take my umbrella.;remind me to take my umbrella.;;Organizing;Generic;BadWeather, GoingOut
248;kitchen;smokesensor;event;equal;and;TRUE;kitchen-smokesensor;student2020-5;Regola 4;If there is smoke in the kitchen and the kitchen windows are closed, turn on the alarm and turn on all lights.;If there is smoke in the kitchen and ;;Safety;Generic;Generic
248;kitchen;windowsensor;condition;equal;rule;CLOSE;kitchen-windowsensor;student2020-5;Regola 4;If there is smoke in the kitchen and the kitchen windows are closed, turn on the alarm and turn on all lights.;the kitchen windows are closed, ;;Safety;Generic;Generic
248;alarms;alarms;action;OPERATOR;parallel;SMOKE ALARM;alarms-alarms;student2020-5;Regola 4;If there is smoke in the kitchen and the kitchen windows are closed, turn on the alarm and turn on all lights.;turn on the alarm and ;;Safety;Generic;Generic
248;all;alllight;action;OPERATOR;none;ON;all-alllight;student2020-5;Regola 4;If there is smoke in the kitchen and the kitchen windows are closed, turn on the alarm and turn on all lights.;turn on all lights.;;Safety;Generic;Generic
249;sleep;sleepduration;event;morethen;and;15;sleep-sleepduration;student2020-5;Regola 5;"If I am in bed and fall asleep with the lights on, turn them off and send me the reminder ""Even today you fell asleep with the light on …""";If I am in bed and fall asleep ;;EnergySaving, Wellbeing;Generic;Night
249;bedroomlight;state;condition;equal;rule;ON;bedroomlight-state;student2020-5;Regola 5;"If I am in bed and fall asleep with the lights on, turn them off and send me the reminder ""Even today you fell asleep with the light on …""";with the lights on, ;;EnergySaving, Wellbeing;Generic;Night
249;bedroom;alllight;action;OPERATOR;parallel;OFF;bedroom-alllight;student2020-5;Regola 5;"If I am in bed and fall asleep with the lights on, turn them off and send me the reminder ""Even today you fell asleep with the light on …""";turn them off and ;;EnergySaving, Wellbeing;Generic;Night
249;reminders;reminders;action;OPERATOR;none;Even today you fell asleep with the light on ...;reminders-reminders;student2020-5;Regola 5;"If I am in bed and fall asleep with the lights on, turn them off and send me the reminder ""Even today you fell asleep with the light on …""";"send me the reminder ""Even today you fell asleep with the light on …""";;EnergySaving, Wellbeing;Generic;Night
250;fridge;door;event;equal;rule;OPEN;fridge-door;student2020-6;Fridge Door;"If the refrigerator door is open, then it sends the voice message ""Do not keep the refrigerator door open longer than necessary""";If the refrigerator door is open, ;;EnergySaving;Generic;Debug
250;reminders;reminders;action;OPERATOR;none;Do not keep the refrigerator door open longer than necessary;reminders-reminders;student2020-6;Fridge Door;"If the refrigerator door is open, then it sends the voice message ""Do not keep the refrigerator door open longer than necessary""";"then it sends the voice message ""Do not keep the refrigerator door open longer than necessary""";;EnergySaving;Generic;Debug
251;bathroom;lightlevel;condition;equal;rule;NO_LIGHT;bathroom-lightlevel;student2020-6;Bathroom Lights;If the bathroom light is not off between midnight and 7 a.m., then turn off the lights in the bathroom and send a reminder (audio);If the bathroom light is not off between midnight and 7 a.m., ;NOT WHEN;EnergySaving;Generic;Night
251;bathroom;alllight;action;OPERATOR;parallel;OFF;bathroom-alllight;student2020-6;Bathroom Lights;If the bathroom light is not off between midnight and 7 a.m., then turn off the lights in the bathroom and send a reminder (audio);then turn off the lights in the bathroom and ;;EnergySaving;Generic;Night
251;reminders;reminders;action;OPERATOR;none;You left the lights turn on in the bathroom again Charles. I took care of it;reminders-reminders;student2020-6;Bathroom Lights;If the bathroom light is not off between midnight and 7 a.m., then turn off the lights in the bathroom and send a reminder (audio);send a reminder (audio);;EnergySaving;Generic;Night
