id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;completeName;naturalLanguage;author;ruleName
707;252;environment/@windowSensor;livingroom;windowsensor;condition;equal;rule;OPEN;livingroom-windowsensor; WHEN   Weather & Time becomes rain    and  LivingRoom window sensor is  open  ,  do send  one  reminder  by sms to Me;student2020-6;Rain + Windows
708;252;Reminders;reminders;reminders;action;OPERATOR;none;Charles, has just started raining, you should close the windows in the livingroom;reminders-reminders; WHEN   Weather & Time becomes rain    and  LivingRoom window sensor is  open  ,  do send  one  reminder  by sms to Me;student2020-6;Rain + Windows
709;253;environment/@noiseLevel;kitchen;noiselevel;condition;morethen;and;1;kitchen-noiselevel;if  Kitchen noise level is  more then  1  and  Bedroom Portable Light state is  on  ,  do send  one  alarm  by voice,  turn off all lights in the bedroom;student2020-6;Not Ubiquity
710;253;technology/light/@state;bedroomportablelight;state;condition;equal;rule;ON;bedroomportablelight-state;if  Kitchen noise level is  more then  1  and  Bedroom Portable Light state is  on  ,  do send  one  alarm  by voice,  turn off all lights in the bedroom;student2020-6;Not Ubiquity
711;253;Alarms;alarms;alarms;action;OPERATOR;parallel;I'm pretty sure you don't need the lights turn on in your bedroom right now Charles;alarms-alarms;if  Kitchen noise level is  more then  1  and  Bedroom Portable Light state is  on  ,  do send  one  alarm  by voice,  turn off all lights in the bedroom;student2020-6;Not Ubiquity
712;253;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;bedroom-alllight;if  Kitchen noise level is  more then  1  and  Bedroom Portable Light state is  on  ,  do send  one  alarm  by voice,  turn off all lights in the bedroom;student2020-6;Not Ubiquity
713;254;user/position/timeInsideARoom/@timeInsideKitchen;timeinsidearoom;timeinsidekitchen;event;morethen;and;1;timeinsidearoom-timeinsidekitchen; WHEN  time inside kitchen becomes  more then  1 minutes and  Kitchen Light state is  off  ,  do  turn on all lights in the kitchen, send  one  reminder  by voice;student2020-6;Help Charles with cookies
714;254;technology/light/@state;kitchenlight;state;condition;equal;rule;OFF;kitchenlight-state; WHEN  time inside kitchen becomes  more then  1 minutes and  Kitchen Light state is  off  ,  do  turn on all lights in the kitchen, send  one  reminder  by voice;student2020-6;Help Charles with cookies
715;254;applianceState/Kitchen/allLight;kitchen;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;kitchen-alllight; WHEN  time inside kitchen becomes  more then  1 minutes and  Kitchen Light state is  off  ,  do  turn on all lights in the kitchen, send  one  reminder  by voice;student2020-6;Help Charles with cookies
716;254;Reminders;reminders;reminders;action;OPERATOR;none;I took the liberty of turning the lights on Charles. You are quiet short-sighted though;reminders-reminders; WHEN  time inside kitchen becomes  more then  1 minutes and  Kitchen Light state is  off  ,  do  turn on all lights in the kitchen, send  one  reminder  by voice;student2020-6;Help Charles with cookies
717;255;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;fridge-door;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-7;Frigo
718;255;Reminders;reminders;reminders;action;OPERATOR;none;Close the fridge;reminders-reminders;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-7;Frigo
719;256;environment/sensors/@door;entrance;doorsensor;condition;equal;rule;CLOSE;entrance-doorsensor;When the front door is not closed between 8:00 and 15:00, you receive three alarm notifications saying 'Attention front door open!' and turn on the lights in the house.;student2020-7;porte aperte
720;256;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Warning! entrance door is open;reminders-reminders;When the front door is not closed between 8:00 and 15:00, you receive three alarm notifications saying 'Attention front door open!' and turn on the lights in the house.;student2020-7;porte aperte
721;256;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;When the front door is not closed between 8:00 and 15:00, you receive three alarm notifications saying 'Attention front door open!' and turn on the lights in the house.;student2020-7;porte aperte
722;257;environment/weather/currentWeather/@outdoorTemperature;todayweather;outdoortemperature;event;lessthen;and;10;todayweather-outdoortemperature;When today the outside temperature becomes less than 10 and If the temperature in the bedroom is less than 18, it sends a reminder voice notification saying: 'Turn on the heating!'.;student2020-7;riscaldamenti
723;257;environment/sensors/@temperature;bedroom;temperature;condition;lessthen;rule;18;bedroom-temperature;When today the outside temperature becomes less than 10 and If the temperature in the bedroom is less than 18, it sends a reminder voice notification saying: 'Turn on the heating!'.;student2020-7;riscaldamenti
724;257;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;turn on the heaters!;reminders-reminders;When today the outside temperature becomes less than 10 and If the temperature in the bedroom is less than 18, it sends a reminder voice notification saying: 'Turn on the heating!'.;student2020-7;riscaldamenti
725;258;environment/sensors/@smokeSensor;kitchen;smokesensor;event;equal;and;VALUE;kitchen-smokesensor;If the gas detection sensor in the kitchen is activated and the microwave oven door is closed, a voice alarm message 'food is burnt!' and turn on the red lights in the kitchen for 5 minutes.;student2020-7;cibo bruciato
726;258;technology/appliance/@door;microwave;door;condition;equal;rule;CLOSE;microwave-door;If the gas detection sensor in the kitchen is activated and the microwave oven door is closed, a voice alarm message 'food is burnt!' and turn on the red lights in the kitchen for 5 minutes.;student2020-7;cibo bruciato
727;258;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The food is burned!;reminders-reminders;If the gas detection sensor in the kitchen is activated and the microwave oven door is closed, a voice alarm message 'food is burnt!' and turn on the red lights in the kitchen for 5 minutes.;student2020-7;cibo bruciato
728;258;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;NEXTOPERATOR;update:lightColor;kitchen-hue color light kitchen;If the gas detection sensor in the kitchen is activated and the microwave oven door is closed, a voice alarm message 'food is burnt!' and turn on the red lights in the kitchen for 5 minutes.;student2020-7;cibo bruciato
729;259;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;bedroom;relativeposition-typeofproximity;When the user is not out of bed between 7:00 and 7:45 on 02/28/2021, he receives a reminder voice message 'Wake up it's your birthday!' and the room lights come on.;student2020-7;compleanno
730;259;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Wake up, it's your birthday!!;reminders-reminders;When the user is not out of bed between 7:00 and 7:45 on 02/28/2021, he receives a reminder voice message 'Wake up it's your birthday!' and the room lights come on.;student2020-7;compleanno
731;259;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;When the user is not out of bed between 7:00 and 7:45 on 02/28/2021, he receives a reminder voice message 'Wake up it's your birthday!' and the room lights come on.;student2020-7;compleanno
732;260;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;fridge-door;When the fridge door is open, you receive a reminder voice message 'Shut the fridge!';student2020-8;REgola1
733;260;Reminders;reminders;reminders;action;OPERATOR;none;Close the fridge door;reminders-reminders;When the fridge door is open, you receive a reminder voice message 'Shut the fridge!';student2020-8;REgola1
734;261;technology/appliance/@door;microwave;door;event;equal;rule;CLOSE;microwave-door;if  Microwave door is  not  close     between 08:30 and 12:00 ,  do send one alarm by SMS;student2020-8;Regola2
735;261;Alarms;alarms;alarms;action;OPERATOR;none;Microwave door open!;alarms-alarms;if  Microwave door is  not  close     between 08:30 and 12:00 ,  do send one alarm by SMS;student2020-8;Regola2
736;262;environment/@doorSensor;bathroom;doorsensor;event;equal;and;OPEN;bathroom-doorsensor;WHEN the bathroom door sensor becomes open and if bathroom sensor is open, do send a reminder by voice;student2020-8;Regola3
737;262;environment/@doorSensor;bathroom;doorsensor;condition;equal;rule;OPEN;bathroom-doorsensor;WHEN the bathroom door sensor becomes open and if bathroom sensor is open, do send a reminder by voice;student2020-8;Regola3
738;262;Reminders;reminders;reminders;action;OPERATOR;none;Close the bathroom door!;reminders-reminders;WHEN the bathroom door sensor becomes open and if bathroom sensor is open, do send a reminder by voice;student2020-8;Regola3
739;263;environment/currentWeather/@wind;currentweather;wind;condition;morethen;and;5;currentweather-wind;IF Weather & Time wind is more than 5 and corridor temperature become less than 18, do send a reminder by voice;student2020-8;Regola4
740;263;environment/@temperatureLevel;corridor;temperaturelevel;event;lessthen;rule;18;corridor-temperaturelevel;IF Weather & Time wind is more than 5 and corridor temperature become less than 18, do send a reminder by voice;student2020-8;Regola4
741;263;Alarms;alarms;alarms;action;OPERATOR;none;alarm text;alarms-alarms;IF Weather & Time wind is more than 5 and corridor temperature become less than 18, do send a reminder by voice;student2020-8;Regola4
742;264;user/position/timeInsideARoom/@timeInsideBathroom;timeinsidearoom;timeinsidebathroom;event;morethen;and;10;timeinsidearoom-timeinsidebathroom;When time inside bathroom becomes more than 10 minutes and bathroom light state is off, do send an alarm by voice, send a notification by SMS;student2020-8;Regola5
743;264;technology/light/@state;bathroomlight;state;condition;equal;rule;OFF;bathroomlight-state;When time inside bathroom becomes more than 10 minutes and bathroom light state is off, do send an alarm by voice, send a notification by SMS;student2020-8;Regola5
744;264;Reminders;reminders;reminders;action;OPERATOR;parallel;bathroom light is on for too long;reminders-reminders;When time inside bathroom becomes more than 10 minutes and bathroom light state is off, do send an alarm by voice, send a notification by SMS;student2020-8;Regola5
745;264;Alarms;alarms;alarms;action;OPERATOR;none;Someone is sick in the bathroom;alarms-alarms;When time inside bathroom becomes more than 10 minutes and bathroom light state is off, do send an alarm by voice, send a notification by SMS;student2020-8;Regola5
746;265;technology/appliance/@door;microwave;door;condition;equal;rule;OPEN;microwave-door;if microwave door is open , do send one reminder by sms to me.;student2020-9;if microwave door is open , do send one reminder by sms to me.
747;265;Reminders;reminders;reminders;action;OPERATOR;none;Remember not to leave the door open;reminders-reminders;if microwave door is open , do send one reminder by sms to me.;student2020-9;if microwave door is open , do send one reminder by sms to me.
