id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;naturalLanguage;author;ruleName;partialNaturalLanguage;descriptiveName;normalizedDescriptiveName
714;254;technology/light/@state;kitchenlight;state;condition;equal;rule;OFF; WHEN  time inside kitchen becomes  more then  1 minutes and  Kitchen Light state is  off  ,  do  turn on all lights in the kitchen, send  one  reminder  by voice;student2020-6;Help Charles with cookies;;kitchenlight-state;
715;254;applianceState/Kitchen/allLight;kitchen;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState; WHEN  time inside kitchen becomes  more then  1 minutes and  Kitchen Light state is  off  ,  do  turn on all lights in the kitchen, send  one  reminder  by voice;student2020-6;Help Charles with cookies;;kitchen-alllight;
716;254;Reminders;reminders;reminders;action;OPERATOR;none;I took the liberty of turning the lights on Charles. You are quiet short-sighted though; WHEN  time inside kitchen becomes  more then  1 minutes and  Kitchen Light state is  off  ,  do  turn on all lights in the kitchen, send  one  reminder  by voice;student2020-6;Help Charles with cookies;;reminders-reminders;
717;255;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-7;Frigo;;fridge-door;
718;255;Reminders;reminders;reminders;action;OPERATOR;none;Close the fridge;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-7;Frigo;;reminders-reminders;
719;256;environment/sensors/@door;entrance;doorsensor;condition;equal;rule;CLOSE;When the front door is not closed between 8:00 and 15:00, you receive three alarm notifications saying 'Attention front door open!' and turn on the lights in the house.;student2020-7;porte aperte;;entrance-doorsensor;
720;256;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Warning! entrance door is open;When the front door is not closed between 8:00 and 15:00, you receive three alarm notifications saying 'Attention front door open!' and turn on the lights in the house.;student2020-7;porte aperte;;reminders-reminders;
721;256;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;When the front door is not closed between 8:00 and 15:00, you receive three alarm notifications saying 'Attention front door open!' and turn on the lights in the house.;student2020-7;porte aperte;;home-alllight;
722;257;environment/weather/currentWeather/@outdoorTemperature;todayweather;outdoortemperature;event;lessthen;and;10;When today the outside temperature becomes less than 10 and If the temperature in the bedroom is less than 18, it sends a reminder voice notification saying: 'Turn on the heating!'.;student2020-7;riscaldamenti;;todayweather-outdoortemperature;
723;257;environment/sensors/@temperature;bedroom;temperature;condition;lessthen;rule;18;When today the outside temperature becomes less than 10 and If the temperature in the bedroom is less than 18, it sends a reminder voice notification saying: 'Turn on the heating!'.;student2020-7;riscaldamenti;;bedroom-temperature;
724;257;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;turn on the heaters!;When today the outside temperature becomes less than 10 and If the temperature in the bedroom is less than 18, it sends a reminder voice notification saying: 'Turn on the heating!'.;student2020-7;riscaldamenti;;reminders-reminders;
725;258;environment/sensors/@smokeSensor;kitchen;smokesensor;event;equal;and;VALUE;If the gas detection sensor in the kitchen is activated and the microwave oven door is closed, a voice alarm message 'food is burnt!' and turn on the red lights in the kitchen for 5 minutes.;student2020-7;cibo bruciato;;kitchen-smokesensor;
726;258;technology/appliance/@door;microwave;door;condition;equal;rule;CLOSE;If the gas detection sensor in the kitchen is activated and the microwave oven door is closed, a voice alarm message 'food is burnt!' and turn on the red lights in the kitchen for 5 minutes.;student2020-7;cibo bruciato;;microwave-door;
727;258;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The food is burned!;If the gas detection sensor in the kitchen is activated and the microwave oven door is closed, a voice alarm message 'food is burnt!' and turn on the red lights in the kitchen for 5 minutes.;student2020-7;cibo bruciato;;reminders-reminders;
728;258;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;NEXTOPERATOR;update:lightColor;If the gas detection sensor in the kitchen is activated and the microwave oven door is closed, a voice alarm message 'food is burnt!' and turn on the red lights in the kitchen for 5 minutes.;student2020-7;cibo bruciato;;kitchen-hue color light kitchen;
729;259;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;bedroom;When the user is not out of bed between 7:00 and 7:45 on 02/28/2021, he receives a reminder voice message 'Wake up it's your birthday!' and the room lights come on.;student2020-7;compleanno;;relativeposition-typeofproximity;
730;259;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Wake up, it's your birthday!!;When the user is not out of bed between 7:00 and 7:45 on 02/28/2021, he receives a reminder voice message 'Wake up it's your birthday!' and the room lights come on.;student2020-7;compleanno;;reminders-reminders;
731;259;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;When the user is not out of bed between 7:00 and 7:45 on 02/28/2021, he receives a reminder voice message 'Wake up it's your birthday!' and the room lights come on.;student2020-7;compleanno;;bedroom-hue color light bedroom;
732;260;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;When the fridge door is open, you receive a reminder voice message 'Shut the fridge!';student2020-8;REgola1;;fridge-door;
733;260;Reminders;reminders;reminders;action;OPERATOR;none;Close the fridge door;When the fridge door is open, you receive a reminder voice message 'Shut the fridge!';student2020-8;REgola1;;reminders-reminders;
734;261;technology/appliance/@door;microwave;door;event;equal;rule;CLOSE;if  Microwave door is  not  close     between 08:30 and 12:00 ,  do send one alarm by SMS;student2020-8;Regola2;;microwave-door;
735;261;Alarms;alarms;alarms;action;OPERATOR;none;Microwave door open!;if  Microwave door is  not  close     between 08:30 and 12:00 ,  do send one alarm by SMS;student2020-8;Regola2;;alarms-alarms;
736;262;environment/@doorSensor;bathroom;doorsensor;event;equal;and;OPEN;WHEN the bathroom door sensor becomes open and if bathroom sensor is open, do send a reminder by voice;student2020-8;Regola3;;bathroom-doorsensor;
737;262;environment/@doorSensor;bathroom;doorsensor;condition;equal;rule;OPEN;WHEN the bathroom door sensor becomes open and if bathroom sensor is open, do send a reminder by voice;student2020-8;Regola3;;bathroom-doorsensor;
738;262;Reminders;reminders;reminders;action;OPERATOR;none;Close the bathroom door!;WHEN the bathroom door sensor becomes open and if bathroom sensor is open, do send a reminder by voice;student2020-8;Regola3;;reminders-reminders;
739;263;environment/currentWeather/@wind;currentweather;wind;condition;morethen;and;5;IF Weather & Time wind is more than 5 and corridor temperature become less than 18, do send a reminder by voice;student2020-8;Regola4;;currentweather-wind;
740;263;environment/@temperatureLevel;corridor;temperaturelevel;event;lessthen;rule;18;IF Weather & Time wind is more than 5 and corridor temperature become less than 18, do send a reminder by voice;student2020-8;Regola4;;corridor-temperaturelevel;
741;263;Alarms;alarms;alarms;action;OPERATOR;none;alarm text;IF Weather & Time wind is more than 5 and corridor temperature become less than 18, do send a reminder by voice;student2020-8;Regola4;;alarms-alarms;
742;264;user/position/timeInsideARoom/@timeInsideBathroom;timeinsidearoom;timeinsidebathroom;event;morethen;and;10;When time inside bathroom becomes more than 10 minutes and bathroom light state is off, do send an alarm by voice, send a notification by SMS;student2020-8;Regola5;;timeinsidearoom-timeinsidebathroom;
743;264;technology/light/@state;bathroomlight;state;condition;equal;rule;OFF;When time inside bathroom becomes more than 10 minutes and bathroom light state is off, do send an alarm by voice, send a notification by SMS;student2020-8;Regola5;;bathroomlight-state;
744;264;Reminders;reminders;reminders;action;OPERATOR;parallel;bathroom light is on for too long;When time inside bathroom becomes more than 10 minutes and bathroom light state is off, do send an alarm by voice, send a notification by SMS;student2020-8;Regola5;;reminders-reminders;
745;264;Alarms;alarms;alarms;action;OPERATOR;none;Someone is sick in the bathroom;When time inside bathroom becomes more than 10 minutes and bathroom light state is off, do send an alarm by voice, send a notification by SMS;student2020-8;Regola5;;alarms-alarms;
746;265;technology/appliance/@door;microwave;door;condition;equal;rule;OPEN;if microwave door is open , do send one reminder by sms to me.;student2020-9;if microwave door is open , do send one reminder by sms to me.;;microwave-door;
747;265;Reminders;reminders;reminders;action;OPERATOR;none;Remember not to leave the door open;if microwave door is open , do send one reminder by sms to me.;student2020-9;if microwave door is open , do send one reminder by sms to me.;;reminders-reminders;
748;266;technology/light/@state;corridorlightstrip;state;condition;equal;rule;OFF;if  Corridor Light Strip state is   not   off   between 23:57 and 06:57 ,  do send  two  alarms   by sms to me,  turn off all lights in the corridor;student2020-9;turn off the light (not);;corridorlightstrip-state;
749;266;Alarms;alarms;alarms;action;OPERATOR;parallel;turn the ligths off;if  Corridor Light Strip state is   not   off   between 23:57 and 06:57 ,  do send  two  alarms   by sms to me,  turn off all lights in the corridor;student2020-9;turn off the light (not);;alarms-alarms;
750;266;applianceState/Corridor/allLight;corridor;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;if  Corridor Light Strip state is   not   off   between 23:57 and 06:57 ,  do send  two  alarms   by sms to me,  turn off all lights in the corridor;student2020-9;turn off the light (not);;corridor-alllight;
751;267;environment/currentWeather/@snow;currentweather;snow;event;equal;and;TRUE; WHEN   Weather & Time becomes snow    and  Weather & Time outdoor temperature is  less then  0  ,  do send  reminder  by sms to Laura;student2020-9;Snow if outdoor temperature is less then 0. Send sms to Laura;;currentweather-snow;
752;267;environment/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;condition;lessthen;rule;0; WHEN   Weather & Time becomes snow    and  Weather & Time outdoor temperature is  less then  0  ,  do send  reminder  by sms to Laura;student2020-9;Snow if outdoor temperature is less then 0. Send sms to Laura;;currentweather-outdoortemperature;
753;267;Reminders;reminders;reminders;action;OPERATOR;none;It's snowing!; WHEN   Weather & Time becomes snow    and  Weather & Time outdoor temperature is  less then  0  ,  do send  reminder  by sms to Laura;student2020-9;Snow if outdoor temperature is less then 0. Send sms to Laura;;reminders-reminders;
754;268;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;10:00;if time is    10:00 minutes and  Kitchen Light state is    on  ,  do send  two  alarms   by voice,  turn off all lights in the kitchen;student2020-9;quarta regola;;datetime-localtime;
755;268;technology/light/@state;kitchenlight;state;condition;equal;rule;ON;if time is    10:00 minutes and  Kitchen Light state is    on  ,  do send  two  alarms   by voice,  turn off all lights in the kitchen;student2020-9;quarta regola;;kitchenlight-state;
756;268;Alarms;alarms;alarms;action;OPERATOR;parallel;ligths on;if time is    10:00 minutes and  Kitchen Light state is    on  ,  do send  two  alarms   by voice,  turn off all lights in the kitchen;student2020-9;quarta regola;;alarms-alarms;
